scenario,method,hour,mean_cumulative_false_alert_probability,n_defined
S3,PaFAR-HC,41,0.048876,500
S3,PaFAR-HC,42,0.05000679999999997,500
S3,PaFAR-HC,43,0.051023200000000005,500
S3,PaFAR-HC,44,0.05196560000000003,500
S3,PaFAR-HC,45,0.05284319999999998,500
S3,PaFAR-HC,46,0.053591199999999964,500
S3,PaFAR-HC,47,0.0543308,500
S3,PaFAR-HC,48,0.05501919999999998,500
S3,PaFAR-HC,49,0.05566999999999998,500
S3,PaFAR-HC,50,0.05631519999999999,500
S3,PaFAR-HC,51,0.056961200000000003,500
S3,PaFAR-HC,52,0.05759239999999997,500
S3,PaFAR-HC,53,0.058204,500
S3,PaFAR-HC,54,0.058813999999999984,500
S3,PaFAR-HC,55,0.059451999999999935,500
S3,PaFAR-HC,56,0.06006080000000004,500
S3,PaFAR-HC,57,0.060712000000000016,500
S3,PaFAR-HC,58,0.06133559999999997,500
S3,PaFAR-HC,59,0.061969200000000016,500
S3,PaFAR-HC,60,0.06258759999999997,500
S3,PaFAR-HC,61,0.06322720000000005,500
S3,PaFAR-HC,62,0.06387679999999993,500
S3,PaFAR-HC,63,0.06452680000000002,500
S3,PaFAR-HC,64,0.06516439999999994,500
S3,PaFAR-HC,65,0.06581960000000002,500
S3,PaFAR-HC,66,0.06649640000000008,500
S3,PaFAR-HC,67,0.06716039999999995,500
S3,PaFAR-HC,68,0.06781679999999998,500
S3,PaFAR-HC,69,0.06849159999999994,500
S3,PaFAR-HC,70,0.06918000000000007,500
S3,PaFAR-HC,71,0.06983920000000002,500
S3,PaFAR-HC,72,0.07053519999999999,500
S3,PaFAR-HC,73,0.07121039999999995,500
S3,PaFAR-HC,74,0.07186560000000002,500
S3,PaFAR-HC,75,0.07255480000000006,500
S3,PaFAR-HC,76,0.07322799999999997,500
S3,PaFAR-HC,77,0.07386159999999993,500
S3,PaFAR-HC,78,0.07446799999999998,500
S3,PaFAR-HC,79,0.07503359999999995,500
S3,PaFAR-HC,80,0.07556,500
S3,PaFAR-HC,81,0.0760664,500
S3,PaFAR-HC,82,0.07649559999999998,500
S3,PaFAR-HC,83,0.07687400000000003,500
S3,PaFAR-HC,84,0.07718760000000005,500
S3,PaFAR-HC,85,0.07744000000000002,500
S3,PaFAR-HC,86,0.07767479999999997,500
S3,PaFAR-HC,87,0.07784639999999998,500
S3,PaFAR-HC,88,0.07797999999999997,500
S3,PaFAR-HC,89,0.07806919999999994,500
S3,PaFAR-HC,90,0.07813959999999996,500
S3,PaFAR-HC,91,0.07818319999999997,500
S3,PaFAR-HC,92,0.07821559999999995,500
S3,PaFAR-HC,93,0.07823959999999999,500
S3,PaFAR-HC,94,0.07824839999999998,500
S3,PaFAR-HC,95,0.07825719999999999,500
S3,PaFAR-HC,96,0.0782652,500
S3,PaFAR-HC,97,0.07826799999999998,500
S3,PaFAR-HC,98,0.07827119999999997,500
S3,PaFAR-HC,99,0.07827239999999998,500
S3,PaFAR-HC,100,0.07827279999999999,500
S3,PaFAR-HC,101,0.07827319999999997,500
S3,PaFAR-HC,102,0.07827319999999997,500
S3,PaFAR-HC,103,0.07827319999999997,500
S3,PaFAR-HC,104,0.07827319999999997,500
S3,PaFAR-HC,105,0.07827319999999997,500
S3,PaFAR-HC,106,0.07827319999999997,500
S3,PaFAR-HC,107,0.07827319999999997,500
S3,PaFAR-HC,108,0.07827319999999997,500
S3,PaFAR-HC,109,0.07827319999999997,500
S3,PaFAR-HC,110,0.07827319999999997,500
S3,PaFAR-HC,111,0.07827319999999997,500
S3,PaFAR-HC,112,0.07827319999999997,500
S3,PaFAR-HC,113,0.07827319999999997,500
S3,PaFAR-HC,114,0.07827319999999997,500
S3,PaFAR-HC,115,0.07827319999999997,500
S3,PaFAR-HC,116,0.07827319999999997,500
S3,PaFAR-HC,117,0.07827319999999997,500
S3,PaFAR-HC,118,0.07827319999999997,500
S3,PaFAR-HC,119,0.07827319999999997,500
E1,Pointwise-alpha,0,0.0,100
E1,Pointwise-alpha,1,0.0,100
E1,Pointwise-alpha,2,0.0,100
E1,Pointwise-alpha,3,0.0,100
E1,Pointwise-alpha,4,0.0,100
E1,Pointwise-alpha,5,0.10151677732571189,100
E1,Pointwise-alpha,6,0.13365172885891297,100
E1,Pointwise-alpha,7,0.16991130096061538,100
E1,Pointwise-alpha,8,0.20892217668877677,100
E1,Pointwise-alpha,9,0.24711545175174485,100
E1,Pointwise-alpha,10,0.2808467533690259,100
E1,Pointwise-alpha,11,0.312486637892573,100
E1,Pointwise-alpha,12,0.3395776952429555,100
E1,Pointwise-alpha,13,0.3648962936091305,100
E1,Pointwise-alpha,14,0.38886418565981645,100
E1,Pointwise-alpha,15,0.4098105130229574,100
E1,Pointwise-alpha,16,0.428538767821679,100
E1,Pointwise-alpha,17,0.44594222442345627,100
E1,Pointwise-alpha,18,0.46186255764563405,100
E1,Pointwise-alpha,19,0.47657182672232046,100
E1,Pointwise-alpha,20,0.4901026006379372,100
E1,Pointwise-alpha,21,0.5014803079547235,100
E1,Pointwise-alpha,22,0.5119403535628202,100
E1,Pointwise-alpha,23,0.5220712390174707,100
E1,Pointwise-alpha,24,0.5311218873583027,100
E1,Pointwise-alpha,25,0.5393749008323206,100
E1,Pointwise-alpha,26,0.5472438621914022,100
E1,Pointwise-alpha,27,0.5543023922643902,100
E1,Pointwise-alpha,28,0.5606045008544591,100
E1,Pointwise-alpha,29,0.5664777808666619,100
E1,Pointwise-alpha,30,0.5718852708468117,100
E1,Pointwise-alpha,31,0.5766056145408068,100
E1,Pointwise-alpha,32,0.5805193737401221,100
E1,Pointwise-alpha,33,0.5842548235771193,100
E1,Pointwise-alpha,34,0.5874519179570171,100
E1,Pointwise-alpha,35,0.5901617080853633,100
E1,Pointwise-alpha,36,0.5921538655613385,100
E1,Pointwise-alpha,37,0.5942038362211188,100
E1,Pointwise-alpha,38,0.5957431730283982,100
E1,Pointwise-alpha,39,0.5970379075955684,100
E1,Pointwise-alpha,40,0.5982661781951585,100
E1,Pointwise-alpha,41,0.5992731046562727,100
E1,Pointwise-alpha,42,0.6003020993309227,100
E1,Pointwise-alpha,43,0.6012199118612849,100
E1,Pointwise-alpha,44,0.6019229770482077,100
E1,Pointwise-alpha,45,0.6023967782046795,100
E1,Pointwise-alpha,46,0.6029522181488177,100
E1,Pointwise-alpha,47,0.6034187617607507,100
E1,Pointwise-alpha,48,0.60390779475349,100
E1,Pointwise-alpha,49,0.6043519614965301,100
E1,Pointwise-alpha,50,0.6047956841687114,100
E1,Pointwise-alpha,51,0.6052172471062035,100
E1,Pointwise-alpha,52,0.605587464270607,100
E1,Pointwise-alpha,53,0.6059130643459338,100
E1,Pointwise-alpha,54,0.6062834597731687,100
E1,Pointwise-alpha,55,0.606616904586069,100
E1,Pointwise-alpha,56,0.6070095180730015,100
E1,Pointwise-alpha,57,0.6073285161101143,100
E1,Pointwise-alpha,58,0.6077135798268526,100
E1,Pointwise-alpha,59,0.6080907200588161,100
E1,Pointwise-alpha,60,0.6084080095019043,100
E1,Pointwise-alpha,61,0.6087040824529568,100
E1,Pointwise-alpha,62,0.6090443659279619,100
E1,Pointwise-alpha,63,0.6093688541204118,100
E1,Pointwise-alpha,64,0.6097390460393552,100
E1,Pointwise-alpha,65,0.610064516504627,100
E1,Pointwise-alpha,66,0.6104349179950922,100
E1,Pointwise-alpha,67,0.6107394012666572,100
E1,Pointwise-alpha,68,0.6110279469177118,100
E1,Pointwise-alpha,69,0.6113025615260237,100
E1,Pointwise-alpha,70,0.6116577049295923,100
E1,Pointwise-alpha,71,0.6119613914405921,100
E1,Pointwise-alpha,72,0.6122500856971986,100
E1,Pointwise-alpha,73,0.6124943408932966,100
E1,Pointwise-alpha,74,0.612731392062665,100
E1,Pointwise-alpha,75,0.6130426521141911,100
E1,Pointwise-alpha,76,0.6132427662763654,100
E1,Pointwise-alpha,77,0.6134940370175473,100
E1,Pointwise-alpha,78,0.6137535078132825,100
E1,Pointwise-alpha,79,0.6139682832872428,100
E1,Pointwise-alpha,80,0.6142127969159812,100
E1,Pointwise-alpha,81,0.6143903436001126,100
E1,Pointwise-alpha,82,0.614583442029767,100
E1,Pointwise-alpha,83,0.6147017512955613,100
E1,Pointwise-alpha,84,0.614902017748899,100
E1,Pointwise-alpha,85,0.6150431423231514,100
E1,Pointwise-alpha,86,0.6151548937937981,100
E1,Pointwise-alpha,87,0.6151846693042352,100
E1,Pointwise-alpha,88,0.6152436437068747,100
E1,Pointwise-alpha,89,0.6152583442342785,100
E1,Pointwise-alpha,90,0.6152804957263319,100
E1,Pointwise-alpha,91,0.6152879417427131,100
E1,Pointwise-alpha,92,0.6153027133071244,100
E1,Pointwise-alpha,93,0.6153101427276296,100
E1,Pointwise-alpha,94,0.6153101427276296,100
E1,Pointwise-alpha,95,0.6153101427276296,100
E1,Pointwise-alpha,96,0.6153101427276296,100
E1,Pointwise-alpha,97,0.6153101427276296,100
E1,Pointwise-alpha,98,0.6153101427276296,100
E1,Pointwise-alpha,99,0.61531758320382,100
E1,Pointwise-alpha,100,0.61531758320382,100
E1,Pointwise-alpha,101,0.61531758320382,100
E1,Pointwise-alpha,102,0.61531758320382,100
E1,Pointwise-alpha,103,0.61531758320382,100
E1,Pointwise-alpha,104,0.61531758320382,100
E1,Pointwise-alpha,105,0.61531758320382,100
E1,Pointwise-alpha,106,0.61531758320382,100
E1,Pointwise-alpha,107,0.61531758320382,100
E1,Pointwise-alpha,108,0.61531758320382,100
E1,Pointwise-alpha,109,0.61531758320382,100
E1,Pointwise-alpha,110,0.61531758320382,100
E1,Pointwise-alpha,111,0.61531758320382,100
E1,Pointwise-alpha,112,0.61531758320382,100
E1,Pointwise-alpha,113,0.61531758320382,100
E1,Pointwise-alpha,114,0.61531758320382,100
E1,Pointwise-alpha,115,0.61531758320382,100
E1,Pointwise-alpha,116,0.61531758320382,100
E1,Pointwise-alpha,117,0.61531758320382,100
E1,Pointwise-alpha,118,0.61531758320382,100
E1,Pointwise-alpha,119,0.61531758320382,100
E1,Binwise Bonferroni,0,0.0,100
E1,Binwise Bonferroni,1,0.0,100
E1,Binwise Bonferroni,2,0.0,100
E1,Binwise Bonferroni,3,0.0,100
E1,Binwise Bonferroni,4,0.0,100
E1,Binwise Bonferroni,5,0.0013541695917689157,100
E1,Binwise Bonferroni,6,0.0024877991723592473,100
E1,Binwise Bonferroni,7,0.004190743946571993,100
E1,Binwise Bonferroni,8,0.006701430248063081,100
E1,Binwise Bonferroni,9,0.010133217576477909,100
E1,Binwise Bonferroni,10,0.014274465954894828,100
E1,Binwise Bonferroni,11,0.018396472329519378,100
E1,Binwise Bonferroni,12,0.019631709296466234,100
E1,Binwise Bonferroni,13,0.021244517823353685,100
E1,Binwise Bonferroni,14,0.02290841070596019,100
E1,Binwise Bonferroni,15,0.0243651357849301,100
E1,Binwise Bonferroni,16,0.02595643531219574,100
E1,Binwise Bonferroni,17,0.027340989343720635,100
E1,Binwise Bonferroni,18,0.02862163264679287,100
E1,Binwise Bonferroni,19,0.029828390011950427,100
E1,Binwise Bonferroni,20,0.03088699651142335,100
E1,Binwise Bonferroni,21,0.031908176632270406,100
E1,Binwise Bonferroni,22,0.032797227041316074,100
E1,Binwise Bonferroni,23,0.0336186996998315,100
E1,Binwise Bonferroni,24,0.03741263930748894,100
E1,Binwise Bonferroni,25,0.03937812963380491,100
E1,Binwise Bonferroni,26,0.04131623454506987,100
E1,Binwise Bonferroni,27,0.042876716216454024,100
E1,Binwise Bonferroni,28,0.04434894495416008,100
E1,Binwise Bonferroni,29,0.04548151005013381,100
E1,Binwise Bonferroni,30,0.04625866826932538,100
E1,Binwise Bonferroni,31,0.047013294059965245,100
E1,Binwise Bonferroni,32,0.04765580913833177,100
E1,Binwise Bonferroni,33,0.048217784644239495,100
E1,Binwise Bonferroni,34,0.04869862339511826,100
E1,Binwise Bonferroni,35,0.049075804558969614,100
E1,Binwise Bonferroni,36,0.04933389103121664,100
E1,Binwise Bonferroni,37,0.04951890360921161,100
E1,Binwise Bonferroni,38,0.04966710881254892,100
E1,Binwise Bonferroni,39,0.049792989024702236,100
E1,Binwise Bonferroni,40,0.04986701285377929,100
E1,Binwise Bonferroni,41,0.050022484524782945,100
E1,Binwise Bonferroni,42,0.05007423141032463,100
E1,Binwise Bonferroni,43,0.050170562214419026,100
E1,Binwise Bonferroni,44,0.050207481230264014,100
E1,Binwise Bonferroni,45,0.050266708817096106,100
E1,Binwise Bonferroni,46,0.05031107780437564,100
E1,Binwise Bonferroni,47,0.05033346596367523,100
E1,Binwise Bonferroni,48,0.05195338473690778,100
E1,Binwise Bonferroni,49,0.05268639182260932,100
E1,Binwise Bonferroni,50,0.05339670419149838,100
E1,Binwise Bonferroni,51,0.05426941008803708,100
E1,Binwise Bonferroni,52,0.05492746295562178,100
E1,Binwise Bonferroni,53,0.0556384548644956,100
E1,Binwise Bonferroni,54,0.056356836382967686,100
E1,Binwise Bonferroni,55,0.05712701130289065,100
E1,Binwise Bonferroni,56,0.05768175445911109,100
E1,Binwise Bonferroni,57,0.05823686854686631,100
E1,Binwise Bonferroni,58,0.05878362276171907,100
E1,Binwise Bonferroni,59,0.0595087450138766,100
E1,Binwise Bonferroni,60,0.060114768041733865,100
E1,Binwise Bonferroni,61,0.060661572872409544,100
E1,Binwise Bonferroni,62,0.061327256990741603,100
E1,Binwise Bonferroni,63,0.06197115049344431,100
E1,Binwise Bonferroni,64,0.06271900791340639,100
E1,Binwise Bonferroni,65,0.06326617905018289,100
E1,Binwise Bonferroni,66,0.06396910663491046,100
E1,Binwise Bonferroni,67,0.06452421991059339,100
E1,Binwise Bonferroni,68,0.06507165609809559,100
E1,Binwise Bonferroni,69,0.0657158449605015,100
E1,Binwise Bonferroni,70,0.06635203429747957,100
E1,Binwise Bonferroni,71,0.06688374133463054,100
E1,Binwise Bonferroni,72,0.06885129372651502,100
E1,Binwise Bonferroni,73,0.07006482903566796,100
E1,Binwise Bonferroni,74,0.07126317656789864,100
E1,Binwise Bonferroni,75,0.07240253407411379,100
E1,Binwise Bonferroni,76,0.07351275906661786,100
E1,Binwise Bonferroni,77,0.07448868016703633,100
E1,Binwise Bonferroni,78,0.0755247788427842,100
E1,Binwise Bonferroni,79,0.07627256028218393,100
E1,Binwise Bonferroni,80,0.07704968058253718,100
E1,Binwise Bonferroni,81,0.07782637938605366,100
E1,Binwise Bonferroni,82,0.07845557622326331,100
E1,Binwise Bonferroni,83,0.07901105502681229,100
E1,Binwise Bonferroni,84,0.07950672698412932,100
E1,Binwise Bonferroni,85,0.07995055007445047,100
E1,Binwise Bonferroni,86,0.08031339694352646,100
E1,Binwise Bonferroni,87,0.08052867069346074,100
E1,Binwise Bonferroni,88,0.08069130866485373,100
E1,Binwise Bonferroni,89,0.08078741880965323,100
E1,Binwise Bonferroni,90,0.08092050874861513,100
E1,Binwise Bonferroni,91,0.08098728834943598,100
E1,Binwise Bonferroni,92,0.08103159233858205,100
E1,Binwise Bonferroni,93,0.08107603446866235,100
E1,Binwise Bonferroni,94,0.08108349159021344,100
E1,Binwise Bonferroni,95,0.0810981229510959,100
E1,Binwise Bonferroni,96,0.08110555789533383,100
E1,Binwise Bonferroni,97,0.08110555789533383,100
E1,Binwise Bonferroni,98,0.08110555789533383,100
E1,Binwise Bonferroni,99,0.08110555789533383,100
E1,Binwise Bonferroni,100,0.08110555789533383,100
E1,Binwise Bonferroni,101,0.08110555789533383,100
E1,Binwise Bonferroni,102,0.08110555789533383,100
E1,Binwise Bonferroni,103,0.08110555789533383,100
E1,Binwise Bonferroni,104,0.08110555789533383,100
E1,Binwise Bonferroni,105,0.08110555789533383,100
E1,Binwise Bonferroni,106,0.08110555789533383,100
E1,Binwise Bonferroni,107,0.08110555789533383,100
E1,Binwise Bonferroni,108,0.08110555789533383,100
E1,Binwise Bonferroni,109,0.08110555789533383,100
E1,Binwise Bonferroni,110,0.08110555789533383,100
E1,Binwise Bonferroni,111,0.08110555789533383,100
E1,Binwise Bonferroni,112,0.08110555789533383,100
E1,Binwise Bonferroni,113,0.08110555789533383,100
E1,Binwise Bonferroni,114,0.08110555789533383,100
E1,Binwise Bonferroni,115,0.08110555789533383,100
E1,Binwise Bonferroni,116,0.08110555789533383,100
E1,Binwise Bonferroni,117,0.08110555789533383,100
E1,Binwise Bonferroni,118,0.08110555789533383,100
E1,Binwise Bonferroni,119,0.08110555789533383,100
E1,PaFAR-F,0,0.0,100
E1,PaFAR-F,1,0.0,100
E1,PaFAR-F,2,0.0,100
E1,PaFAR-F,3,0.0,100
E1,PaFAR-F,4,0.0,100
E1,PaFAR-F,5,0.0033752136215512347,100
E1,PaFAR-F,6,0.005684448087515571,100
E1,PaFAR-F,7,0.008866132407236098,100
E1,PaFAR-F,8,0.013056364053322415,100
E1,PaFAR-F,9,0.01804725435297387,100
E1,PaFAR-F,10,0.023483724402344534,100
E1,PaFAR-F,11,0.02890148715382535,100
E1,PaFAR-F,12,0.034040835070598845,100
E1,PaFAR-F,13,0.03938190568978689,100
E1,PaFAR-F,14,0.04432951995020154,100
E1,PaFAR-F,15,0.04928573048728176,100
E1,PaFAR-F,16,0.05409784151363014,100
E1,PaFAR-F,17,0.05844949599056661,100
E1,PaFAR-F,18,0.06277236154134129,100
E1,PaFAR-F,19,0.06654542098534297,100
E1,PaFAR-F,20,0.069934998287593,100
E1,PaFAR-F,21,0.07323550464337862,100
E1,PaFAR-F,22,0.076173113243095,100
E1,PaFAR-F,23,0.0788438175935054,100
E1,PaFAR-F,24,0.08130822829941549,100
E1,PaFAR-F,25,0.08361543989498504,100
E1,PaFAR-F,26,0.08596720297475359,100
E1,PaFAR-F,27,0.08772142596842361,100
E1,PaFAR-F,28,0.08940243457801002,100
E1,PaFAR-F,29,0.09074911855649796,100
E1,PaFAR-F,30,0.09183781256609086,100
E1,PaFAR-F,31,0.09282862003558119,100
E1,PaFAR-F,32,0.09374568482674159,100
E1,PaFAR-F,33,0.0944492480761564,100
E1,PaFAR-F,34,0.09503375872965288,100
E1,PaFAR-F,35,0.09551565281414463,100
E1,PaFAR-F,36,0.09578188654032864,100
E1,PaFAR-F,37,0.09597448333962776,100
E1,PaFAR-F,38,0.09621909818898901,100
E1,PaFAR-F,39,0.09630819602451439,100
E1,PaFAR-F,40,0.09643413721903181,100
E1,PaFAR-F,41,0.09655257935240918,100
E1,PaFAR-F,42,0.09664114814734813,100
E1,PaFAR-F,43,0.09675226555891936,100
E1,PaFAR-F,44,0.09684830237899326,100
E1,PaFAR-F,45,0.09692254414905138,100
E1,PaFAR-F,46,0.09696705303127144,100
E1,PaFAR-F,47,0.09698936379872063,100
E1,PaFAR-F,48,0.09701885908230726,100
E1,PaFAR-F,49,0.09705580769718568,100
E1,PaFAR-F,50,0.0970854542638358,100
E1,PaFAR-F,51,0.09712269262312359,100
E1,PaFAR-F,52,0.09717450675215306,100
E1,PaFAR-F,53,0.09723376318251731,100
E1,PaFAR-F,54,0.09728579498637392,100
E1,PaFAR-F,55,0.09733033934940717,100
E1,PaFAR-F,56,0.09738205852796704,100
E1,PaFAR-F,57,0.09741904900188704,100
E1,PaFAR-F,58,0.09747092678745158,100
E1,PaFAR-F,59,0.09752285794891113,100
E1,PaFAR-F,60,0.09755264827122874,100
E1,PaFAR-F,61,0.09759686493494117,100
E1,PaFAR-F,62,0.09763388040602768,100
E1,PaFAR-F,63,0.09766346142940546,100
E1,PaFAR-F,64,0.09771549861698758,100
E1,PaFAR-F,65,0.09773794373803103,100
E1,PaFAR-F,66,0.09778230401532617,100
E1,PaFAR-F,67,0.09781197291906413,100
E1,PaFAR-F,68,0.09783412042261831,100
E1,PaFAR-F,69,0.09784894097260953,100
E1,PaFAR-F,70,0.09787853364750024,100
E1,PaFAR-F,71,0.09792275102133306,100
E1,PaFAR-F,72,0.0979523428277431,100
E1,PaFAR-F,73,0.09797469861856727,100
E1,PaFAR-F,74,0.09801903039353174,100
E1,PaFAR-F,75,0.09803383505365741,100
E1,PaFAR-F,76,0.09804864454796335,100
E1,PaFAR-F,77,0.09807090601820237,100
E1,PaFAR-F,78,0.09808566072327154,100
E1,PaFAR-F,79,0.0981154185637733,100
E1,PaFAR-F,80,0.09813022261554692,100
E1,PaFAR-F,81,0.09815239104592295,100
E1,PaFAR-F,82,0.09816714384675197,100
E1,PaFAR-F,83,0.0981819971722312,100
E1,PaFAR-F,84,0.09819681336094774,100
E1,PaFAR-F,85,0.09820419343474848,100
E1,PaFAR-F,86,0.09821165055629955,100
E1,PaFAR-F,87,0.09821902518756799,100
E1,PaFAR-F,88,0.09823375817056565,100
E1,PaFAR-F,89,0.09824128829104758,100
E1,PaFAR-F,90,0.09824128829104758,100
E1,PaFAR-F,91,0.09824128829104758,100
E1,PaFAR-F,92,0.09824128829104758,100
E1,PaFAR-F,93,0.09824128829104758,100
E1,PaFAR-F,94,0.09824128829104758,100
E1,PaFAR-F,95,0.09824128829104758,100
E1,PaFAR-F,96,0.09824128829104758,100
E1,PaFAR-F,97,0.09824128829104758,100
E1,PaFAR-F,98,0.09824128829104758,100
E1,PaFAR-F,99,0.09824128829104758,100
E1,PaFAR-F,100,0.09824128829104758,100
E1,PaFAR-F,101,0.09824128829104758,100
E1,PaFAR-F,102,0.09824128829104758,100
E1,PaFAR-F,103,0.09824128829104758,100
E1,PaFAR-F,104,0.09824128829104758,100
E1,PaFAR-F,105,0.09824128829104758,100
E1,PaFAR-F,106,0.09824128829104758,100
E1,PaFAR-F,107,0.09824128829104758,100
E1,PaFAR-F,108,0.09824128829104758,100
E1,PaFAR-F,109,0.09824128829104758,100
E1,PaFAR-F,110,0.09824128829104758,100
E1,PaFAR-F,111,0.09824128829104758,100
E1,PaFAR-F,112,0.09824128829104758,100
E1,PaFAR-F,113,0.09824128829104758,100
E1,PaFAR-F,114,0.09824128829104758,100
E1,PaFAR-F,115,0.09824128829104758,100
E1,PaFAR-F,116,0.09824128829104758,100
E1,PaFAR-F,117,0.09824128829104758,100
E1,PaFAR-F,118,0.09824128829104758,100
E1,PaFAR-F,119,0.09824128829104758,100
E1,PaFAR-T,0,0.0,100
E1,PaFAR-T,1,0.0,100
E1,PaFAR-T,2,0.0,100
E1,PaFAR-T,3,0.0,100
E1,PaFAR-T,4,0.0,100
E1,PaFAR-T,5,0.0006118769027917549,100
E1,PaFAR-T,6,0.0012467956647993798,100
E1,PaFAR-T,7,0.002154008128253366,100
E1,PaFAR-T,8,0.003581513979803084,100
E1,PaFAR-T,9,0.005472516803461152,100
E1,PaFAR-T,10,0.007830798410684455,100
E1,PaFAR-T,11,0.009901025336537979,100
E1,PaFAR-T,12,0.01058139419583407,100
E1,PaFAR-T,13,0.011593565080422313,100
E1,PaFAR-T,14,0.012509439382997992,100
E1,PaFAR-T,15,0.013291980418770787,100
E1,PaFAR-T,16,0.014172294140382003,100
E1,PaFAR-T,17,0.014808259458738206,100
E1,PaFAR-T,18,0.015311910002227336,100
E1,PaFAR-T,19,0.015837237368348533,100
E1,PaFAR-T,20,0.016398385907006093,100
E1,PaFAR-T,21,0.016968461389685788,100
E1,PaFAR-T,22,0.017479184289297685,100
E1,PaFAR-T,23,0.01780553003606973,100
E1,PaFAR-T,24,0.031806012158897896,100
E1,PaFAR-T,25,0.03683497297140687,100
E1,PaFAR-T,26,0.04134046645341556,100
E1,PaFAR-T,27,0.04551362400133201,100
E1,PaFAR-T,28,0.048961971548140616,100
E1,PaFAR-T,29,0.05172319161291364,100
E1,PaFAR-T,30,0.05430464070849839,100
E1,PaFAR-T,31,0.05634597184430375,100
E1,PaFAR-T,32,0.0582462007033322,100
E1,PaFAR-T,33,0.059793055395958125,100
E1,PaFAR-T,34,0.06099238805516676,100
E1,PaFAR-T,35,0.062028834047016146,100
E1,PaFAR-T,36,0.06265802794356085,100
E1,PaFAR-T,37,0.06319117536303347,100
E1,PaFAR-T,38,0.06367984517285684,100
E1,PaFAR-T,39,0.06409502151444817,100
E1,PaFAR-T,40,0.06440613823426862,100
E1,PaFAR-T,41,0.06467224316351632,100
E1,PaFAR-T,42,0.06493880568346867,100
E1,PaFAR-T,43,0.06512389093228813,100
E1,PaFAR-T,44,0.06531603658208933,100
E1,PaFAR-T,45,0.0655313367268176,100
E1,PaFAR-T,46,0.06564976904929266,100
E1,PaFAR-T,47,0.06580559507425261,100
E1,PaFAR-T,48,0.06854578363015885,100
E1,PaFAR-T,49,0.06959770600457205,100
E1,PaFAR-T,50,0.07067173577006179,100
E1,PaFAR-T,51,0.07158173746440463,100
E1,PaFAR-T,52,0.07267666967522404,100
E1,PaFAR-T,53,0.07382498511821708,100
E1,PaFAR-T,54,0.0749284614614547,100
E1,PaFAR-T,55,0.07595695033546997,100
E1,PaFAR-T,56,0.07678633253168989,100
E1,PaFAR-T,57,0.07755606464922579,100
E1,PaFAR-T,58,0.07862947260702037,100
E1,PaFAR-T,59,0.07947226306450364,100
E1,PaFAR-T,60,0.08044172020646656,100
E1,PaFAR-T,61,0.08123401117357867,100
E1,PaFAR-T,62,0.08215222601547857,100
E1,PaFAR-T,63,0.08314429525118282,100
E1,PaFAR-T,64,0.0840174182984947,100
E1,PaFAR-T,65,0.08492800540938968,100
E1,PaFAR-T,66,0.08573452069131082,100
E1,PaFAR-T,67,0.08642977466428813,100
E1,PaFAR-T,68,0.08725855533504935,100
E1,PaFAR-T,69,0.08797004449664483,100
E1,PaFAR-T,70,0.08871806992621517,100
E1,PaFAR-T,71,0.08959870787299568,100
E1,PaFAR-T,72,0.09081095158518991,100
E1,PaFAR-T,73,0.0916549830541219,100
E1,PaFAR-T,74,0.09252061373419672,100
E1,PaFAR-T,75,0.09341544666963193,100
E1,PaFAR-T,76,0.09429531237556682,100
E1,PaFAR-T,77,0.09512252911507382,100
E1,PaFAR-T,78,0.0959665377945509,100
E1,PaFAR-T,79,0.09647732684372713,100
E1,PaFAR-T,80,0.09707721960518233,100
E1,PaFAR-T,81,0.09767631757802933,100
E1,PaFAR-T,82,0.09814294241393305,100
E1,PaFAR-T,83,0.0985728337794599,100
E1,PaFAR-T,84,0.09890560821956433,100
E1,PaFAR-T,85,0.09926802282731984,100
E1,PaFAR-T,86,0.09953448755631916,100
E1,PaFAR-T,87,0.0996901899524643,100
E1,PaFAR-T,88,0.0998233238430144,100
E1,PaFAR-T,89,0.09996422225033702,100
E1,PaFAR-T,90,0.1000382998910048,100
E1,PaFAR-T,91,0.1000901884143851,100
E1,PaFAR-T,92,0.10011231281499437,100
E1,PaFAR-T,93,0.10014181858763944,100
E1,PaFAR-T,94,0.10014181858763944,100
E1,PaFAR-T,95,0.10014181858763944,100
E1,PaFAR-T,96,0.10014914459496545,100
E1,PaFAR-T,97,0.10014914459496545,100
E1,PaFAR-T,98,0.10014914459496545,100
E1,PaFAR-T,99,0.10014914459496545,100
E1,PaFAR-T,100,0.10014914459496545,100
E1,PaFAR-T,101,0.10014914459496545,100
E1,PaFAR-T,102,0.10014914459496545,100
E1,PaFAR-T,103,0.10014914459496545,100
E1,PaFAR-T,104,0.10014914459496545,100
E1,PaFAR-T,105,0.10014914459496545,100
E1,PaFAR-T,106,0.10014914459496545,100
E1,PaFAR-T,107,0.10014914459496545,100
E1,PaFAR-T,108,0.10014914459496545,100
E1,PaFAR-T,109,0.10014914459496545,100
E1,PaFAR-T,110,0.10014914459496545,100
E1,PaFAR-T,111,0.10014914459496545,100
E1,PaFAR-T,112,0.10014914459496545,100
E1,PaFAR-T,113,0.10014914459496545,100
E1,PaFAR-T,114,0.10014914459496545,100
E1,PaFAR-T,115,0.10014914459496545,100
E1,PaFAR-T,116,0.10014914459496545,100
E1,PaFAR-T,117,0.10014914459496545,100
E1,PaFAR-T,118,0.10014914459496545,100
E1,PaFAR-T,119,0.10014914459496545,100
E1,PaFAR-HC,0,0.0,100
